origin,destination,gst/tariff,hs_code,type,rate
korea,china,0,52111100,0,0
korea,china,0,52111200,0,0
korea,china,0,52122100,0,0
korea,china,0,53012100,0,0
korea,china,0,53013000,0,0
korea,china,0,53062000,0,0
korea,china,0,56013000,0,0
korea,china,0,56039110,0,0
korea,china,0,56039210,0,0
korea,china,0,56039310,0,0
korea,china,0,61019010,0,0
korea,china,0,61021000,0,0
korea,china,0,61029000,0,0
korea,china,0,61031010,0,0
korea,china,0,61031020,0,0
korea,china,0,61032200,0,0
korea,china,0,61032300,0,0
korea,china,0,61032910,0,0
korea,china,0,61032990,0,0
korea,china,0,61041300,0,0
korea,china,0,61042300,0,0
korea,china,0,61101200,0,0
korea,china,0,62011100,0,0
korea,china,0,62011290,0,0
korea,china,0,62021100,0,0
korea,china,0,62021290,0,0
korea,china,0,62031100,0,0
korea,china,0,62033100,0,0
korea,china,0,62041100,0,0
korea,china,0,62042300,0,0
korea,china,0,62042910,0,0
korea,china,0,62043100,0,0
korea,china,0,62141000,0,0
korea,china,0,62142010,0,0
korea,china,0,62142020,0,0
korea,china,0,63012000,0,0
korea,china,0,64011010,0,0
korea,china,0,64011090,0,0
korea,china,0,64019210,0,0
korea,china,0,64019290,0,0
korea,china,0,64019900,0,0
korea,china,0,64029100,0,0
korea,china,0,64029910,0,0
korea,china,0,64041100,0,0
korea,china,0,64042010,0,0
korea,china,0,64042090,0,0
korea,china,0,64051010,0,0
korea,china,0,64051090,0,0
korea,china,0,64052000,0,0
korea,china,0,68061090,0,0
korea,china,0,69051000,0,0
korea,china,0,69060000,0,0
korea,china,0,69099000,0,0
korea,china,0,69111011,0,0
korea,china,0,69111019,0,0
korea,china,0,69111021,0,0
korea,china,0,69111029,0,0
korea,china,0,69120010,0,0
korea,china,0,69120090,0,0
korea,china,0,70023110,0,0
korea,china,0,70023900,0,0
korea,china,0,70031900,0,0
korea,china,0,70049000,0,0
korea,china,0,70052900,0,0
korea,china,0,70060000,0,0
korea,china,0,70060000,0,0
korea,china,0,70071110,0,0
korea,china,0,70099100,0,0
korea,china,0,70112090,0,0
korea,china,0,70132200,0,0
korea,china,0,70133300,0,0
korea,china,0,70134100,0,0
korea,china,0,70140090,0,0
korea,china,0,70182000,0,0
korea,china,0,70189000,0,0
korea,china,0,70195200,0,0
korea,china,0,70200011,0,0
korea,china,0,70200099,0,0
korea,china,0,71011011,0,0
korea,china,0,71011091,0,0
korea,china,0,71012110,0,0
korea,china,0,71012190,0,0
korea,china,0,71012210,0,0
korea,china,0,71012290,0,0
korea,china,0,71049012,0,0
korea,china,0,71129220,0,0
korea,china,0,71159010,0,0
korea,china,0,71161000,0,0.1
korea,china,0,71162000,0,0.05
korea,china,0,72024100,0,0
korea,china,0,72024900,0,0
korea,china,0,72026000,0,0
korea,china,0,72027000,0,0
korea,china,0,72028010,0,0
korea,china,0,72029300,0,0
korea,china,0,72031000,0,0
korea,china,0,72041000,0,0
korea,china,0,72043000,0,0
korea,china,0,72044100,0,0
korea,china,0,72091810,0,0
korea,china,0,72269990,0,0
korea,china,0,73239100,0,0
korea,china,0,73239200,0,0
korea,china,0,73239420,0,0
korea,china,0,73241000,0,0
korea,china,0,73242900,0,0
korea,china,0,73249000,0,0
korea,china,0,74010000,0,0
korea,china,0,74020000,0,0
korea,china,0,74031111,0,0
korea,china,0,74031119,0,0
korea,china,0,74031190,0,0
korea,china,0,74031200,0,0
korea,china,0,74031300,0,0
korea,china,0,74031900,0,0
korea,china,0,74040000,0,0
korea,china,0,74081900,0,0
korea,china,0,74111019,0,0
korea,china,0,74181090,0,0
korea,china,0,74182000,0,0
korea,china,0,75011000,0,0
korea,china,0,75012010,0,0
korea,china,0,75012090,0,0
korea,china,0,75021010,0,0
korea,china,0,75021090,0,0
korea,china,0,75030000,0,0
korea,china,0,76011090,0,0
korea,china,0,76020000,0,0
korea,china,0,76061129,0,0
korea,china,0,76071900,0,0
korea,china,0,76151090,0,0
korea,china,0,79011110,0,0
korea,china,0,79011190,0,0
korea,china,0,79011200,0,0
korea,china,0,79012000,0,0
korea,china,0,79020000,0,0
korea,china,0,81019700,0,0
korea,china,0,81033000,0,0
korea,china,0,81052010,0,0
korea,china,0,81052090,0,0
korea,china,0,81060010,0,0
korea,china,0,81089031,0,0
korea,china,0,81089032,0,0
korea,china,0,81101010,0,0
korea,china,0,81129220,0,0
korea,china,0,81129240,0,0
korea,china,0,81129920,0,0
korea,china,0,82073000,0,0
korea,china,0,82073000,0,0
korea,china,0,82111000,0,0
korea,china,0,82119100,0,0
korea,china,0,82119300,0,0
korea,china,0,82159900,0,0
korea,china,0,84041010,0,0
korea,china,0,84041020,0,0
korea,china,0,84042000,0,0
korea,china,0,84049010,0,0
korea,china,0,84049090,0,0
korea,china,0,84079090,0,0
korea,china,0,84079090,0,0
korea,china,0,84082010,0,0
korea,china,0,84082090,0,0
korea,china,0,84099999,0,0
korea,china,0,84118100,0,0
korea,china,0,84119910,0,0
korea,china,0,84122990,0,0
korea,china,0,84122990,0,0
korea,china,0,84123100,0,0
korea,china,0,84129090,0,0
korea,china,0,84131100,0,0
korea,china,0,84131900,0,0
korea,china,0,84135010,0,0
korea,china,0,84135020,0,0
korea,china,0,84135031,0,0
korea,china,0,84135039,0,0
korea,china,0,84135090,0,0
korea,china,0,84136021,0,0
korea,china,0,84136022,0,0
korea,china,0,84136022,0,0
korea,china,0,84136029,0,0
korea,china,0,84136031,0,0
korea,china,0,84136032,0,0
korea,china,0,84136039,0,0
korea,china,0,84136040,0,0
korea,china,0,84136050,0,0
korea,china,0,84136060,0,0
korea,china,0,84136090,0,0
korea,china,0,84137091,0,0
korea,china,0,84139200,0,0
korea,china,0,84141000,0,0
korea,china,0,84146010,0,0
korea,china,0,84148030,0,0
korea,china,0,84149011,0,0
korea,china,0,84149019,0,0
korea,china,0,84149020,0,0
korea,china,0,84149090,0,0
korea,china,0,84151021,0,0
korea,china,0,84152000,0,0
korea,china,0,84158110,0,0
korea,china,0,84158120,0,0
korea,china,0,84158210,0,0
korea,china,0,84158220,0,0
korea,china,0,84159010,0,0
korea,china,0,84159090,0,0
korea,china,0,84162011,0,0
korea,china,0,84162090,0,0
korea,china,0,84178050,0,0
korea,china,0,84178090,0,0
korea,china,0,84179090,0,0
korea,china,0,84182910,0,0
korea,china,0,84182990,0,0
korea,china,0,84183021,0,0
korea,china,0,84183029,0,0
korea,china,0,84184029,0,0
korea,china,0,84189910,0,0
korea,china,0,84189991,0,0
korea,china,0,84189992,0,0
korea,china,0,84189999,0,0
korea,china,0,84191910,0,0
korea,china,0,84193990,0,0
korea,china,0,84193990,0,0
korea,china,0,84196090,0,0
korea,china,0,84198100,0,0
korea,china,0,84201000,0,0
korea,china,0,84211910,0,0
korea,china,0,84212110,0,0
korea,china,0,84212199,0,0
korea,china,0,84212199,0,0
korea,china,0,84213910,0,0
korea,china,0,84213930,0,0
korea,china,0,84219910,0,0
korea,china,0,84221100,0,0
korea,china,0,84223010,0,0
korea,china,0,84223030,0,0
korea,china,0,84223090,0,0
korea,china,0,84229010,0,0
korea,china,0,84281010,0,0
korea,china,0,84312090,0,0
korea,china,0,84313100,0,0
korea,china,0,84335100,0,0
korea,china,0,84335300,0,0
korea,china,0,84335910,0,0
korea,china,0,84335920,0,0
korea,china,0,84335990,0,0
korea,china,0,84335990,0,0
korea,china,0,84342000,0,0
korea,china,0,84368000,0,0
korea,china,0,84368000,0,0
korea,china,0,84419010,0,0
korea,china,0,84419010,0,0
korea,china,0,84423021,0,0
korea,china,0,84424000,0,0
korea,china,0,84431313,0,0
korea,china,0,84431319,0,0
korea,china,0,84431600,0,0
korea,china,0,84431600,0,0
korea,china,0,84431700,0,0
korea,china,0,84431921,0,0
korea,china,0,84431922,0,0
korea,china,0,84433110,0,0
korea,china,0,84433221,0,0
korea,china,0,84433222,0,0
korea,china,0,84439111,0,0
korea,china,0,84439119,0,0
korea,china,0,84439190,0,0
korea,china,0,84439190,0,0
korea,china,0,84439929,0,0
korea,china,0,84451190,0,0
korea,china,0,84452031,0,0
korea,china,0,84463050,0,0
korea,china,0,84481100,0,0
korea,china,0,84483920,0,0
korea,china,0,84483930,0,0
korea,china,0,84483990,0,0
korea,china,0,84484920,0,0
korea,china,0,84484990,0,0
korea,china,0,84485900,0,0
korea,china,0,84490010,0,0
korea,china,0,84490020,0,0
korea,china,0,84501200,0,0
korea,china,0,84501900,0,0
korea,china,0,84509090,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84518000,0,0
korea,china,0,84689000,0,0
korea,china,0,84734010,0,0
korea,china,0,84734090,0,0
korea,china,0,84789000,0,0
korea,china,0,84794000,0,0
korea,china,0,84798200,0,0
korea,china,0,84811000,0,0
korea,china,0,84818040,0,0
korea,china,0,84819010,0,0
korea,china,0,84821040,0,0
korea,china,0,84823000,0,0
korea,china,0,84824000,0,0
korea,china,0,84825000,0,0
korea,china,0,84829100,0,0
korea,china,0,84829900,0,0
korea,china,0,84833000,0,0
korea,china,0,84836000,0,0
korea,china,0,84839000,0,0
korea,china,0,84841000,0,0
korea,china,0,84842000,0,0
korea,china,0,84849000,0,0
korea,china,0,84863041,0,0
korea,china,0,85011091,0,0
korea,china,0,85011091,0,0
korea,china,0,85011099,0,0
korea,china,0,85011099,0,0
korea,china,0,85011099,0,0
korea,china,0,85015300,0,0
korea,china,0,85016410,0,0
korea,china,0,85016420,0,0
korea,china,0,85016430,0,0
korea,china,0,85023100,0,0
korea,china,0,85023900,0,0
korea,china,0,85030030,0,0
korea,china,0,85030090,0,0
korea,china,0,85044014,0,0
korea,china,0,85044030,0,0
korea,china,0,85044091,0,0
korea,china,0,85044099,0,0
korea,china,0,85044099,0,0
korea,china,0,85044099,0,0
korea,china,0,85044099,0,0
korea,china,0,85049090,0,0
korea,china,0,85076000,0,0
korea,china,0,85076000,0,0
korea,china,0,85079010,0,0
korea,china,0,85079090,0,0
korea,china,0,85094010,0,0
korea,china,0,85094090,0,0
korea,china,0,85098010,0,0
korea,china,0,85098020,0,0
korea,china,0,85098090,0,0
korea,china,0,85098090,0,0
korea,china,0,85099000,0,0
korea,china,0,85101000,0,0
korea,china,0,85102000,0,0
korea,china,0,85103000,0,0
korea,china,0,85109000,0,0
korea,china,0,85144000,0,0
korea,china,0,85152120,0,0
korea,china,0,85158010,0,0
korea,china,0,85159000,0,0
korea,china,0,85162100,0,0
korea,china,0,85163200,0,0
korea,china,0,85163300,0,0
korea,china,0,85164000,0,0
korea,china,0,85165000,0,0
korea,china,0,85166030,0,0
korea,china,0,85166050,0,0
korea,china,0,85166090,0,0
korea,china,0,85167110,0,0
korea,china,0,85167120,0,0
korea,china,0,85167130,0,0
korea,china,0,85167190,0,0
korea,china,0,85167210,0,0
korea,china,0,85167220,0,0
korea,china,0,85167290,0,0
korea,china,0,85167910,0,0
korea,china,0,85167990,0,0
korea,china,0,85167990,0,0
korea,china,0,85169090,0,0
korea,china,0,85219090,0,0
korea,china,0,85229031,0,0
korea,china,0,85229039,0,0
korea,china,0,85229099,0,0
korea,china,0,85258013,0,0
korea,china,0,85258013,0,0
korea,china,0,85261090,0,0
korea,china,0,85261090,0,0
korea,china,0,85285910,0,0
korea,china,0,85299042,0,0
korea,china,0,85299042,0,0
korea,china,0,85299049,0,0
korea,china,0,85299060,0,0
korea,china,0,85299081,0,0
korea,china,0,85299082,0,0
korea,china,0,85299083,0,0
korea,china,0,85318010,0,0
korea,china,0,85371011,0,0
korea,china,0,85371019,0,0
korea,china,0,85371090,0,0
korea,china,0,85393240,0,0
korea,china,0,85409190,0,0
korea,china,0,85423111,0,0
korea,china,0,85441100,0,0
korea,china,0,85443020,0,0
korea,china,0,85446090,0,0
korea,china,0,85462090,0,0
korea,china,0,85489000,0,0
korea,china,0,85489000,0,0
korea,china,0,87019410,0,0
korea,china,0,87019510,0,0
korea,china,0,8703Е.,0,0.05
korea,china,0,87042300,0,0
korea,china,0,87042300,0,0
korea,china,0,87042300,0,0
korea,china,0,87059099,0,0
korea,china,0,87083099,0,0
korea,china,0,87084010,0,0
korea,china,0,87084030,0,0
korea,china,0,87084091,0,0
korea,china,0,87085071,0,0
korea,china,0,87085072,0,0
korea,china,0,87089310,0,0
korea,china,0,87089420,0,0
korea,china,0,87089450,0,0
korea,china,0,87089490,0,0
korea,china,0,87089939,0,0
korea,china,0,87089999,0,0
korea,china,0,8711Е.,0,0.1
korea,china,0,87141000,0,0
korea,china,0,87150000,0,0
korea,china,0,89080000,0,0
korea,china,0,90013000,0,0
korea,china,0,90014010,0,0
korea,china,0,90015010,0,0
korea,china,0,90015099,0,0
korea,china,0,90019090,0,0
korea,china,0,90019090,0,0
korea,china,0,90019090,0,0
korea,china,0,90021131,0,0
korea,china,0,90021139,0,0
korea,china,0,90021190,0,0
korea,china,0,90021990,0,0
korea,china,0,90021990,0,0
korea,china,0,90029010,0,0
korea,china,0,90029090,0,0
korea,china,0,90029090,0,0
korea,china,0,90031100,0,0
korea,china,0,90031910,0,0
korea,china,0,90039000,0,0
korea,china,0,90041000,0,0
korea,china,0,90049010,0,0
korea,china,0,90049090,0,0
korea,china,0,90066100,0,0
korea,china,0,90066100,0,0
korea,china,0,90069191,0,0
korea,china,0,90069192,0,0
korea,china,0,90069199,0,0
korea,china,0,90072010,0,0
korea,china,0,90079100,0,0
korea,china,0,90079200,0,0
korea,china,0,90079200,0,0
korea,china,0,90118000,0,0
korea,china,0,90132000,0,0
korea,china,0,90132000,0,0
korea,china,0,90132000,0,0
korea,china,0,90200000,0,0
korea,china,0,90212900,0,0
korea,china,0,90215000,0,0
korea,china,0,90219011,0,0
korea,china,0,90219019,0,0
korea,china,0,90219090,0,0
korea,china,0,90229090,0,0
korea,china,0,90229090,0,0
korea,china,0,90251990,0,0
korea,china,0,90259000,0,0
korea,china,0,90271000,0,0
korea,china,0,90314910,0,0
korea,china,0,90318033,0,0
korea,china,0,90318090,0,0
korea,china,0,90318090,0,0
korea,china,0,90318090,0,0
korea,china,0,90318090,0,0
korea,china,0,90328990,0,0
korea,china,0,90328990,0,0
korea,china,0,90328990,0,0
korea,china,0,90328990,0,0
korea,china,0,90328990,0,0
korea,china,0,90328990,0,0
korea,china,0,90328990,0,0
korea,china,0,90329000,0,0
korea,china,0,90330000,0,0
korea,china,0,91081100,0,0
korea,china,0,92012000,0,0
korea,china,0,92021000,0,0
korea,china,0,92051000,0,0
korea,china,0,92059090,0,0
korea,china,0,92071000,0,0
korea,china,0,92099400,0,0
korea,china,0,94041000,0,0
korea,china,0,94042100,0,0
korea,china,0,94042900,0,0
korea,china,0,94043010,0,0
korea,china,0,94043090,0,0
korea,china,0,94049010,0,0
korea,china,0,94049020,0,0
korea,china,0,94049030,0,0
korea,china,0,94049040,0,0
korea,china,0,94049090,0,0
korea,china,0,95061100,0,0
korea,china,0,95061200,0,0
korea,china,0,95061900,0,0
korea,china,0,95064090,0,0
korea,china,0,95066210,0,0
korea,china,0,95067010,0,0
korea,china,0,95067020,0,0
korea,china,0,95069111,0,0
korea,china,0,95069119,0,0
korea,china,0,95069120,0,0
korea,china,0,95069190,0,0
korea,china,0,96032100,0,0
korea,china,0,96032900,0,0
korea,china,0,96033010,0,0
korea,china,0,96033020,0,0
korea,china,0,96033090,0,0
korea,china,0,96081000,0,0
korea,china,0,96082000,0,0
korea,china,0,96083010,0,0
korea,china,0,96083020,0,0
korea,china,0,96083090,0,0
korea,china,0,96084000,0,0
korea,china,0,96085000,0,0
korea,china,0,96086000,0,0
korea,china,0,96089100,0,0
korea,china,0,96089920,0,0
korea,china,0,96091010,0,0
korea,china,0,96091020,0,0
korea,china,0,96092000,0,0
korea,china,0,96099000,0,0
korea,china,0,96151100,0,0
korea,china,0,96151900,0,0
korea,china,0,96159000,0,0
korea,china,0,96161000,0,0
korea,china,0,96162000,0,0
korea,china,0,96170011,0,0
korea,china,0,96170019,0,0
korea,china,0,96170090,0,0
korea,china,0,96190011,0,0
korea,china,0,96190019,0,0
korea,china,0,96190020,0,0
korea,china,0,96190090,0,0
korea,china,0,97011019,0,0
korea,china,0,97020000,0,0
korea,china,0,97030000,0,0
japan,china,1,-,0,0.17
japan,china,0,1061211,0,0
japan,china,0,3031300,0,0.05
japan,china,0,3033110,0,0.05
japan,china,0,3033200,0,0.02
japan,china,0,3034100,0,0.06
japan,china,0,3034200,0,0.06
japan,china,0,3034400,0,0.06
japan,china,0,3034510,0,0.06
japan,china,0,3034520,0,0.06
japan,china,0,3034600,0,0.06
japan,china,0,3035100,0,0.02
japan,china,0,3035900,0,0.05
japan,china,0,3036300,0,0.02
japan,china,0,3036700,0,0.05
japan,china,0,3038910,0,0.05
japan,china,0,3061490,0,0.05
japan,china,0,3061612,0,0.02
japan,china,0,3061719,0,0.02
japan,china,0,3063190,0,0.05
japan,china,0,3063290,0,0.1
japan,china,0,3063399,0,0.07
japan,china,0,3078190,0,0.07
japan,china,0,3079190,0,0.1
japan,china,0,4041000,0,0.02
japan,china,0,4062000,0,0.08
japan,china,0,4063000,0,0.08
japan,china,0,4064000,0,0.08
japan,china,0,4069000,0,0.08
japan,china,0,5051000,0,0.02
japan,china,0,5119111,0,0
japan,china,0,8011100,0,0.07
japan,china,0,8012100,0,0.07
japan,china,0,8012200,0,0.07
japan,china,0,8013100,0,0.07
japan,china,0,8013200,0,0.07
japan,china,0,8021100,0,0.1
japan,china,0,8024190,0,0.2
japan,china,0,8024290,0,0.2
japan,china,0,8025100,0,0.05
japan,china,0,8025200,0,0.05
japan,china,0,8026190,0,0.12
japan,china,0,8026200,0,0.12
japan,china,0,8029020,0,0.2
japan,china,0,8029090,0,0.07
japan,china,0,8044000,0,0.07
japan,china,0,8104000,0,0.15
japan,china,0,8134090,0,0.15
japan,china,0,12119036,0,0
japan,china,0,12119039,0,0.01
japan,china,0,12122190,0,0.02
japan,china,0,12122910,0,0.02
japan,china,0,12122990,0,0.02
japan,china,0,12149000,0,0.07
japan,china,0,12149000,0,0.04
japan,china,0,13021200,0,0
japan,china,0,14049090,0,0.04
japan,china,0,15021000,0,0.02
japan,china,0,15029000,0,0.04
japan,china,0,15042000,0,0.06
japan,china,0,15119020,0,0.02
japan,china,0,15200000,0,0.06
japan,china,0,16010010,0,0.08
japan,china,0,16010020,0,0.08
japan,china,0,18010000,0,0.02
japan,china,0,19011010,0,0.05
japan,china,0,19011090,0,0.02
japan,china,0,19019000,0,0.05
japan,china,0,19021900,0,0.08
japan,china,0,20071000,0,0.15
japan,china,0,21031000,0,0.15
japan,china,0,21069050,0,0.2
japan,china,0,21069090,0,0.1
japan,china,0,22011010,0,0.2
japan,china,0,22029900,0,0.3
japan,china,0,22051000,0,0.24
japan,china,0,22082000,0,0.15
japan,china,0,22083000,0,0.15
japan,china,0,22090000,0,0.15
japan,china,0,23091010,0,0.04
japan,china,0,23091090,0,0.04
japan,china,0,23099090,0,0.04
japan,china,0,2402бн.,0,0.35
japan,china,0,24039100,0,0.4
japan,china,0,25020000,0,0.02
japan,china,0,25030000,0,0.01
japan,china,0,25041010,0,0.01
japan,china,0,25051000,0,0.01
japan,china,0,25059000,0,0.01
japan,china,0,25061000,0,0.01
japan,china,0,25062000,0,0.01
japan,china,0,25070010,0,0.01
japan,china,0,25070090,0,0.01
japan,china,0,25083000,0,0.01
japan,china,0,25101010,0,0
japan,china,0,25102010,0,0
japan,china,0,25151100,0,0
japan,china,0,25151200,0,0
japan,china,0,25152000,0,0
japan,china,0,25161100,0,0
japan,china,0,25161200,0,0
japan,china,0,25162000,0,0
japan,china,0,25169000,0,0
japan,china,0,25181000,0,0
japan,china,0,25182000,0,0
japan,china,0,25183000,0,0
japan,china,0,25191000,0,0.01
japan,china,0,25199010,0,0.01
japan,china,0,25199020,0,0.01
japan,china,0,25199030,0,0.01
japan,china,0,25199099,0,0.01
japan,china,0,25251000,0,0.01
japan,china,0,25261020,0,0.01
japan,china,0,25262020,0,0.01
japan,china,0,25280010,0,0
japan,china,0,25280090,0,0
japan,china,0,25291000,0,0.01
japan,china,0,25309099,0,0.01
japan,china,0,25309099,0,0
japan,china,0,25309099,0,0.01
japan,china,0,26180010,0,0.01
japan,china,0,27040010,0,0
japan,china,0,27040090,0,0
japan,china,0,27050000,0,0.01
japan,china,0,27060000,0,0.01
japan,china,0,27073000,0,0.02
japan,china,0,27082000,0,0.03
japan,china,0,27101210,0,0.01
japan,china,0,27101210,2,0.2
japan,china,0,27101220,0,0
japan,china,0,27101220,2,0.25
japan,china,0,27101291,0,0.04
japan,china,0,27101291,2,0.28
japan,china,0,27101299,0,0.05
japan,china,0,27101299,2,0.28
japan,china,0,27101911,0,0
japan,china,0,27101919,0,0.02
japan,china,0,27101922,0,0.01
japan,china,0,27101922,2,0.1
japan,china,0,27101923,0,0.01
japan,china,0,27101923,2,0.1
japan,china,0,27101929,0,0
japan,china,0,27111200,0,0.01
japan,china,0,27111390,0,0.01
japan,china,0,27149010,0,0.04
japan,china,0,28013020,0,0.01
japan,china,0,28020000,0,0.01
japan,china,0,28045000,0,0
japan,china,0,28049090,0,0
japan,china,0,28051200,0,0.01
japan,china,0,28051910,0,0.01
japan,china,0,28051990,0,0.01
japan,china,0,28053011,0,0
japan,china,0,28053012,0,0
japan,china,0,28053013,0,0
japan,china,0,28053014,0,0
japan,china,0,28053015,0,0
japan,china,0,28053016,0,0
japan,china,0,28053017,0,0
japan,china,0,28053019,0,0
japan,china,0,28053021,0,0
japan,china,0,28053029,0,0
japan,china,0,28070000,0,0.01
japan,china,0,28121900,0,0.02
japan,china,0,28141000,0,0
japan,china,0,28142000,0,0
japan,china,0,28164000,0,0.02
japan,china,0,28182000,0,0
japan,china,0,28220010,0,0.02
japan,china,0,28220090,0,0.02
japan,china,0,28254000,0,0.02
japan,china,0,28332400,0,0.02
japan,china,0,28332990,0,0.02
japan,china,0,28342110,0,0.01
japan,china,0,28342990,0,0.02
japan,china,0,28366000,0,0.01
japan,china,0,28369100,0,0.02
japan,china,0,28369200,0,0.02
japan,china,0,28369930,0,0.02
japan,china,0,28399000,0,0.02
japan,china,0,28401100,0,0.02
japan,china,0,28401900,0,0.02
japan,china,0,28419000,0,0.02
japan,china,0,28419000,0,0
japan,china,0,28441000,0,0
japan,china,0,28442000,0,0
japan,china,0,28461010,0,0
japan,china,0,28461020,0,0
japan,china,0,28461030,0,0
japan,china,0,28461090,0,0
japan,china,0,28469011,0,0
japan,china,0,28469012,0,0
japan,china,0,28469013,0,0
japan,china,0,28469014,0,0
japan,china,0,28469015,0,0
japan,china,0,28469016,0,0
japan,china,0,28469017,0,0
japan,china,0,28469019,0,0
japan,china,0,28469021,0,0
japan,china,0,28469022,0,0
japan,china,0,28469023,0,0
japan,china,0,28469024,0,0
japan,china,0,28469025,0,0
japan,china,0,28469026,0,0
japan,china,0,28469028,0,0
japan,china,0,28469029,0,0
japan,china,0,28469031,0,0
japan,china,0,28469032,0,0
japan,china,0,28469033,0,0
japan,china,0,28469034,0,0
japan,china,0,28469035,0,0
japan,china,0,28469036,0,0
japan,china,0,28469039,0,0
japan,china,0,28469041,0,0
japan,china,0,28469042,0,0
japan,china,0,28469043,0,0
japan,china,0,28469044,0,0
japan,china,0,28469045,0,0
japan,china,0,28469046,0,0
japan,china,0,28469048,0,0
japan,china,0,28469049,0,0
japan,china,0,28469091,0,0
japan,china,0,28469092,0,0
japan,china,0,28469093,0,0
japan,china,0,28469094,0,0
japan,china,0,28469095,0,0
japan,china,0,28469096,0,0
japan,china,0,28469099,0,0
japan,china,0,29012100,0,0.01
japan,china,0,29012200,0,0.01
japan,china,0,29031500,0,0.01
japan,china,0,29032100,0,0.01
japan,china,0,29051210,0,0.03
japan,china,0,29053200,0,0.03
japan,china,0,29053990,0,0.03
japan,china,0,29054500,0,0.03
japan,china,0,29061310,0,0.03
japan,china,0,29071211,0,0.03
japan,china,0,29071212,0,0.03
japan,china,0,29071910,0,0.02
japan,china,0,29094100,0,0.03
japan,china,0,29121900,0,0.03
japan,china,0,29155010,0,0.03
japan,china,0,29209000,0,0.02
japan,china,0,29211920,0,0.02
japan,china,0,29224190,0,0.05
japan,china,0,29224210,0,0.05
japan,china,0,29225090,0,0.05
japan,china,0,29261000,0,0.03
japan,china,0,29269090,0,0.01
japan,china,0,29304000,0,0.05
japan,china,0,29329990,0,0.04
japan,china,0,29339900,0,0.04
japan,china,0,29419090,0,0.04
japan,china,0,30021100,0,0
japan,china,0,30021200,0,0
japan,china,0,30021300,0,0
japan,china,0,30021400,0,0
japan,china,0,30021500,0,0
japan,china,0,30021900,0,0
japan,china,0,30022000,0,0
japan,china,0,30029040,0,0
japan,china,0,30029090,0,0
japan,china,0,30041011,0,0.02
japan,china,0,30041012,0,0.02
japan,china,0,30041013,0,0.02
japan,china,0,30041019,0,0.02
japan,china,0,30041090,0,0.02
japan,china,0,30042011,0,0.02
japan,china,0,30042012,0,0.02
japan,china,0,30042013,0,0.02
japan,china,0,30042014,0,0.02
japan,china,0,30042015,0,0.02
japan,china,0,30042016,0,0.02
japan,china,0,30042017,0,0.02
japan,china,0,30042018,0,0.02
japan,china,0,30042019,0,0.02
japan,china,0,30042090,0,0.02
japan,china,0,30043110,0,0.02
japan,china,0,30043190,0,0.02
japan,china,0,30043200,0,0.02
japan,china,0,30043900,0,0.02
japan,china,0,30045000,0,0.02
japan,china,0,30046010,0,0.02
japan,china,0,30046090,0,0.02
japan,china,0,30049010,0,0.02
japan,china,0,30049051,0,0.02
japan,china,0,30049054,0,0.02
japan,china,0,30049059,0,0.02
japan,china,0,30049090,0,0.02
japan,china,0,31031110,0,0.01
japan,china,0,31031190,0,0.01
japan,china,0,31031900,0,0.01
japan,china,0,31039000,0,0.01
japan,china,0,31042090,0,0.01
japan,china,0,31043000,0,0.01
japan,china,0,31049010,0,0.01
japan,china,0,31049090,0,0.01
japan,china,0,31051000,0,0.01
japan,china,0,31054000,0,0.01
japan,china,0,31055100,0,0.01
japan,china,0,31055900,0,0.01
japan,china,0,31056000,0,0.01
japan,china,0,31059010,0,0.01
japan,china,0,31059090,0,0.01
japan,china,0,32029000,0,0.03
japan,china,0,32082010,0,0.06
japan,china,0,32089010,0,0.06
japan,china,0,32100000,0,0.06
japan,china,0,33012500,0,0.05
japan,china,0,33012999,0,0.07
japan,china,0,33013010,0,0.1
japan,china,0,33030000,0,0.35
japan,china,0,33041000,0,0.35
japan,china,0,33042000,0,0.35
japan,china,0,33043000,0,0.35
japan,china,0,33049100,0,0.13
japan,china,0,33049900,0,0.1
japan,china,0,33051000,0,0.1
japan,china,0,33052000,0,0.13
japan,china,0,33053000,0,0.13
japan,china,0,33059000,0,0.13
japan,china,0,33061010,0,0.05
japan,china,0,33061090,0,0.05
japan,china,0,33062000,0,0.05
japan,china,0,33069010,0,0.05
japan,china,0,33069090,0,0.05
japan,china,0,33071000,0,0.05
japan,china,0,33072000,0,0.05
japan,china,0,33073000,0,0.05
japan,china,0,33074100,0,0.05
japan,china,0,33074900,0,0.05
japan,china,0,33079000,0,0.05
japan,china,0,34011990,0,0.1
japan,china,0,34012000,0,0.1
japan,china,0,34029000,0,0.07
japan,china,0,34031100,0,0.08
japan,china,0,34031900,0,0.08
japan,china,0,34039100,0,0.08
japan,china,0,35030010,0,0.05
japan,china,0,35051000,0,0.06
japan,china,0,36041000,0,0.15
japan,china,0,36049000,0,0.15
japan,china,0,37011000,0,0.1
japan,china,0,37019920,0,0.05
japan,china,0,37024292,5,1.05
japan,china,0,37071000,0,0.04
japan,china,0,38011000,0,0.03
japan,china,0,38151200,0,0.04
